file_name,Y_at%,Eu_at%,Lu_at%,Er_at%,Ho_at%,Yb_at%,La_at%,Tm_at%,Tb_at%,Sm_at%,Pr_at%,Ce_at%,Nd_at%,Dy_at%,Gd_at%,Te_eV
03116_95_random.csv,0.2695427900155371,0.0,0.8358225683137243,0.0,0.3194781876911148,1.4737218854754006,0.143426199041442,0.0,0.7655065667354435,0.9724138038395952,0.2200879988877421,0.0,0.0,0.0,0.0,10640.729260717875
03124_95_random.csv,0.0,0.6105161702295658,0.804768669610995,0.0,0.7813155015126857,0.7876707924998838,1.1941129153914367,0.0686454737241099,0.1403559914682538,0.5140653765088384,0.0985491090542155,0.0,0.0,0.0,0.0,10229.85601728333
03130_95_random.csv,0.1862570357983259,0.2050435396993233,0.620217606272374,0.6961531784250427,0.0601714541738839,0.0684449269718698,0.3518561443554431,1.2507262052836432,0.1172278359891504,1.0136052077165416,0.4302978153144018,0.0,0.0,0.0,0.0,12043.105683992082
03134_95_random.csv,0.0,1.31430778194983,0.8701420765730743,0.0,0.8067074858790966,0.0,1.38437588278818,0.4374677886578665,0.0,0.0,0.1869989841519378,0.0,0.0,0.0,0.0,7553.496960572574
070036_95_random.csv,0.0,0.0,0.2572774532483532,0.0359606195304812,0.4435626302848638,1.227854639428937,0.0,2.652219962160003,0.3831237453473761,0.0,0.0,0.0,0.0,0.0,0.0,11419.33147297218
070099_95_random.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000949999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10827.439170039775
070101_95_random.csv,1.9456982457523144,1.1699601173321694,0.0234110118591949,0.6254395401352576,0.3134550024142393,0.3047961396747641,0.5619401563577715,0.0,0.0552997864742887,0.0,0.0,0.0,0.0,0.0,0.0,9239.97123100726
070159_95_random.csv,0.1344421896845206,0.0490739484461739,1.1850885178195116,0.2478141898998941,0.4989844821542086,0.0322798212058432,1.0613199242467024,0.5328924451737367,0.5228051193836478,0.6328086633506977,0.1024906986350628,0.0,0.0,0.0,0.0,7592.300884189929
070171_95_random.csv,0.0,0.0,4.0874919012791135,0.4950609807740673,0.0,0.0,0.0,0.4174471179468478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11523.189313063556
07103_95_random.csv,0.0,0.684375587449067,0.0,3.495794531736742,0.0,0.0,0.0,0.5722024377091043,0.2476274431050724,0.0,0.0,0.0,0.0,0.0,0.0,12093.487084456396
07105_95_random.csv,0.5134498879787247,0.1139428687907624,1.077424789801065,0.6771757158855678,0.043288760765876,0.6389163801506121,0.8663705310220496,0.1588176077461841,0.2907226741646724,0.5162464215165163,0.1036434121779563,0.0,0.0,0.0,0.0,12125.792988522811
07106_95_random.csv,0.0,1.114435554982108,0.0,0.0,0.1666092028383136,0.2584279839589405,0.8221688641681871,0.0,0.0,0.5177861141575466,2.120570379894875,0.0,0.0,0.0,0.0,9821.149042758238
07107_95_random.csv,1.651693734714482,0.0,0.0,0.3314112099530803,0.0,0.0,1.1782657410473396,0.0,0.0,1.838629314285098,0.0,0.0,0.0,0.0,0.0,9103.92133509542
07111_95_random.csv,0.0,2.1690608217299285,0.0,0.0,0.0,0.0,1.0430145234837602,0.0,0.0,0.0,1.787925604786311,0.0,0.0,0.0,0.0,10137.76550167882
07121_95_random.csv,1.065856745413842,1.250271273506632,0.2283951249326009,0.0,0.0679290545875979,0.8895887944836907,0.3689796546169597,0.2846799565754068,0.0018218486036629,0.2843800210170424,0.55809847626258,0.0,0.0,0.0,0.0,8074.523825323205
07122_95_random.csv,1.0433474889148753,0.0265654693211265,0.0,0.0,0.5701185203804002,0.6863516364229741,0.2945326067171513,0.8007258696887745,0.333202172724832,0.8857607515167965,0.3593954843130829,0.0,0.0,0.0,0.0,9739.69356188384
07125_95_random.csv,0.0,0.0,0.0,0.4377611738461434,1.37990093730338,0.0,0.8527810663888067,0.9180300568814016,0.6494356103192169,0.5860315147811076,0.1760596404799574,0.0,0.0,0.0,0.0,11244.61824294518
07141_95_random.csv,0.2863326933284829,0.0,0.012087607732836,0.3632520933426267,2.074002448288383,0.0,0.2179429959964927,1.0918114989480687,0.555228652494937,0.399342959868173,0.0,0.0,0.0,0.0,0.0,12119.814220818593
07145_95_random.csv,0.0,0.214026102621625,0.0,0.0,3.0891401850113094,0.0,0.0,0.0,1.6968327623670798,0.0,0.0,0.0,0.0,0.0,0.0,7889.1572905991
07405_95_random.csv,0.1318523512487505,0.039360948650278,0.0,0.2014091641161311,0.550707487021401,1.5085288409192152,0.9821938824858022,0.0,0.0584251689224116,1.450784614495659,0.0767384921403659,0.0,0.0,0.0,0.0,9612.446537231615
07407_95_random.csv,0.8760847645432094,2.2217727810531067,0.1077790297608743,0.4162196314397696,0.0,0.1438223130403536,0.3116221757829159,0.0,0.0,0.0125259364681348,0.9101752679116214,0.0,0.0,0.0,0.0,11385.739499248532
07840_95_random.csv,1.0811057318311954,0.0,0.008717099095119132,1.03306008336673,0.0,2.4709113015436515,0.0,0.0,0.0,0.38354732977128536,0.022658454392031988,0.0,0.0,0.0,0.0,7629.979465744597
