file_name,Y_at%,Eu_at%,Lu_at%,Er_at%,Ho_at%,Yb_at%,La_at%,Tm_at%,Tb_at%,Sm_at%,Pr_at%,Ce_at%,Nd_at%,Dy_at%,Gd_at%,Te_eV
03116_95_random.csv,0,0,0,2.2148807787901728,0,0,0,0,0,0,2.7851192212098272,0,0,0,0,12075.71711516276
03124_95_random.csv,0,0,0,1.8364099636727709,0.2306448544924376,0,0.6355697778692025,0.0877157322497814,0.1555763701453976,2.054083301570396,0,0,0,0,0,10780.904529969246
03130_95_random.csv,0,0,2.159208920117926,0,0,0,1.617113601758895,0,0,1.223678428123179,0,0,0,0,0,9627.114671661222
03134_95_random.csv,0,0,0,0.0268485763617119,0,0,4.9731514236382734,0,0,0,0,0,0,0,0,11101.808156328974
070036_95_random.csv,0.8421983186465517,0,0.8343208656334034,0,0.4339600206338239,0.8728286578794388,2.0129350760730085,0,0,0.0037561111337879,0,0,0,0,0,10635.531354076526
070099_95_random.csv,2.902972465823026,0,0,0.4400832823835604,0,0.8389060739040439,0,0.1710332676911493,0.3158507670925546,0.331155093105651,0,0,0,0,0,10846.815598651328
070101_95_random.csv,0.3820811215628855,0.4252629146536315,0,0.6988697194989879,0.0554163257458594,0.369310771915765,1.41137022741314,1.05141633489609,0.2969987135833563,0.0752239832024782,0.2340498875278066,0,0,0,0,7905.375051007159
070159_95_random.csv,0,0,0.9601596438819968,0,0,0,3.510911889544501,0,0,0,0.5289284665735027,0,0,0,0,11794.964241525951
070171_95_random.csv,0.4955855065422256,0.3724939296919446,0,0.2441284632075287,0.0784371410787392,0,1.3293326926523512,0.7404204112934093,0.8624721411142863,0.3934850514105427,0.4836446630090014,0,0,0,0,9564.693013455004
07103_95_random.csv,3.389328762503533,0,0,0,0,0,0,0,0,1.6106712374964522,0,0,0,0,0,10112.940373063231
07105_95_random.csv,0,0,0.6928218553967047,0,1.199185823390386,0,0,0.7945998395469451,0,0,2.313391531665949,0,0,0,0,7715.289787680211
07106_95_random.csv,0,1.2783848661554296,0.1297941990354752,0,0.9000500157518434,0.8632419277391262,0.8762847372001921,0.4438363825231643,0,0.2197892795145804,0.2886166920801594,0,0,0,0,9288.287112038575
07107_95_random.csv,0.5032408524000155,0.7839558722957817,0,0,0.4985017420577176,0.6516482240887069,0,1.0605755887382475,0,1.5020777204195317,0,0,0,0,0,11679.1887817332
07111_95_random.csv,0.2213622050304041,0,0.0947590242824353,0.5777520678107745,0.0524051189534589,1.8944713495967964,1.966595971847848,0,0,0,0.1926552124782835,0,0,0,0,10770.64997922768
07121_95_random.csv,0,0.4567709525582316,0.3404291737172229,1.6154270360286118,1.331848466981172,0,0.2947316316777914,0,0,0.6413254549866892,0.3194682340502949,0,0,0,0,11461.609478368977
07122_95_random.csv,0,0.6600127496637316,1.6737728743994713,0.6169189685814555,0,0.5002998171737338,0,0.0196661682973166,1.036831511080865,0.062180192529299,0.4303177182741409,0,0,0,0,10379.39455866191
07125_95_random.csv,0.2422960729736504,0,0,0,0,0.3313475486012887,0,0.9430224558107152,0.7897499913820303,1.7437218461856367,0.9498620850466928,0,0,0,0,9215.919674331426
07141_95_random.csv,0.9056779374947124,0.0245679760312554,0,0,1.318174252986467,0.4675034958897645,0.3939272015495529,1.50983470996519,0.3803153760830586,0,0,0,0,0,0,10711.597202855795
07145_95_random.csv,4.999999050000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10160.31968746047
07405_95_random.csv,0.501972378866589,0,0,0,0.2686198673977401,0,0.9428824580617716,0,0.2499533002682239,0.2649492137973493,2.7716237316083414,0,0,0,0,9170.380278335688
07407_95_random.csv,1.7396821508186149,0.5083090654855916,0,1.7163978407784872,0,0.0859657069680381,0.0483957859698225,0.0562662991221789,0,0.8449850508572523,0,0,0,0,0,12049.321802546052
07840_95_random.csv,0.7484438751418573,0.1551582270951705,0.1548971609457932,1.5343053290970636,0,0.04041661250603718,2.2556622056946543,0.11111658951943743,0,0,0,0,0,0,0,10263.785648320372
